Comment Body,Display Name,Latitude,Location,Longitude,Status,User Comments,User ID,userID (userscores.csv),Approve Date,Article Relevance,AV Gcommentspermonth,AVG Brevity,AVG Personal XP,AVG Picks,AVG Readability,AVG Recommendation Score,Brevity,Comment Sequence,Conversational Relevance,Editors Selection,Number of Records,Personal XP,Readability,Recommendation Count,Recommendation Score,Times People
"It is natural, as Mr. Comey indicates, for policemen to respond to their experiences, and that includes the higher rate of crime they observe in black communities.  The issue, then, becomes how those communities respond to police when they do their jobs correctly.<br/><br/>It has become standard for those communities to presume, in any interaction between an officer and a black person, race was the motivation for the officer\'s actions.  Even our president did so in the Gates incident, saying, \""I don\'t know, not having been there and not seeing all the facts,  . . . But I think it\'s fair to say . . .that the Cambridge police acted stupidly in arresting somebody when there was already proof that they were in their own home . . . \""<br/><br/>The reality is that Gates refused to show his identity, was treated fairly, and in full accordance with standard police practice.  The truth is that our president pre-judged -- \"" \""I don\'t know . .\"" - -  the police to be at fault. That, too, is racism.  By our president!<br/><br/>Now, an argument about a parking space that resulted in three deaths, all Muslims, is being trumpeted as a hate crime, when it clearly was not.<br/><br/>But:  The big difference, between any incident involving blacks, and that in Chapel Hill:  In the latter, the protests were prayers.  In Ferguson: Universal rioting, looting, arson.  That has become the norm.<br/><br/>If the black communities want fewer police actions, it\'s simple.  Commit fewer crimes.  And support the police when they do their jobs.",NeverLift,30.271129,"Austin, TX",-97.7437,approved,api.nytimes.com/svc/community/v2/comments/user/id/6998114.xml,6998114,6998114,"1,423,855,076",0.245306923,14.26582278,126.216504,0.02175085,0.035492458,26.6700976,6.13487134,251,"14,129,855",0.492089821,0,1,0.022988506,40.4,6,1.791759469,1
It is indeed refreshing to hear frank comments in todays politically charged atmosphere. Its also refreshing to see NYT report this without trying to play up or dramatize an unusually honest frank conversation.,Ragz,30.271129,"Austin, TX",-97.7437,approved,api.nytimes.com/svc/community/v2/comments/user/id/62013988.xml,62013988,62013988,"1,423,765,252",0.039242535,0.980392157,80.36,0.022800572,0,20.906,3.7,33,"14,118,483",0.111895057,0,1,0,17.2,12,2.48490665,1
"Mr. Comey isn\'t saying these \""mental shortcuts\"" by law enforcement officers are acceptable. He\'s saying they are understandable, and that we need to work on developing frameworks that compensate for understandable human failings. At the same time, we must address the issues that underpin the racial disparities in crime statistics: financial, educational, and social inequalities.",Andrew,30.870388,Louisiana,-92.007126,approved,api.nytimes.com/svc/community/v2/comments/user/id/68307896.xml,68307896,68307896,"1,423,773,966",0.174654429,0.333333333,88.25,0.018524871,0,23.725,14.75,57,"14,120,562",0.196537341,0,1,0.035087719,21.5,3,1.098612289,1
"Some years ago, though the statistics did were not based on complete, national data, the number of police officers killed in the line of duty by a civilian was very near the same as the number of civilians that police officers killed. That \'parity\' no longer exists, with police officers taking the lives of civilians at a much higher rate, indicating, without close examination, that crime commitment is much higher and that police are performing under more dangerous conditions that require them to defend their own lives more often. <br/><br/>Yet, routine news reports indicate that police officers are quick to shoot to kill, frequently unnecessarily,  Police department personnel are subject to control, as in virtually every other organization. That organizational control in the USA has failed society as much as the police officers who kill without substantial reason.<br/><br/>The US needs to examine how our police departments compare to other police departments in other nations, and develop a plan that produces results comparable to the best performing. We may be broken, but we can be fixed,  ",Gary,31.58369,"Brookhaven, Mississippi",-90.441809,approved,api.nytimes.com/svc/community/v2/comments/user/id/50250795.xml,50250795,50250795,"1,423,791,940",0.240111932,2.024691358,81.8597561,0.01256736,0.030487805,21.97012195,10.79878049,176,"14,122,786",0.428549808,0,1,0.022099448,33.4,5,1.609437912,1
I doubt many cops are interested in changing their abusive ways as long as they can get away with it.,Elizabeth Moses,31.816038,Texas,-99.512099,approved,api.nytimes.com/svc/community/v2/comments/user/id/70512719.xml,70512719,70512719,"1,423,839,799",0.027221414,4,27,0.021933962,0,12.825,12.75,20,"14,124,921",0.103727384,0,1,0.05,12.9,6,1.791759469,1
" The Slate article you linked  to states that \""The fact of the matter is in today_s state prisons, which hold about 90 percent of all of our prisoners, only 17 percent of the inmates are there primarily for drug charges. And about two-thirds are there for either property or violent crimes.\"" You should read the article. ",William Case,31.816038,Texas,-99.512099,approved,api.nytimes.com/svc/community/v2/comments/user/id/60790181.xml,60790181,60790181,"1,423,859,918",0.015083739,35.67272727,100.3445464,0.005441503,0.023445464,25.16437309,5.814475025,57,"14,131,393",0.0901101,0,1,0.01754386,18.2,0,0,1
"A USA Today study conducted after the Michael Brown shooting revealed that on average white police officers each year kill about 400 people, including about 96 African Americans.  Only a small percent of these shootings are truly controversial. In many cases, officers are wounded or killed in the fatal exchanges of gunfire.  However, police homicides in total account for about two percent of homicides each year. One cold argue that police homicides save more lives than they take. For example, some stop mass shootings in progress while other stop murderers before they can kill again.",William Case,31.816038,Texas,-99.512099,approved,api.nytimes.com/svc/community/v2/comments/user/id/60790181.xml,60790181,60790181,"1,423,857,018",0.170242867,35.67272727,100.3445464,0.005441503,0.023445464,25.16437309,5.814475025,95,"14,130,740",0.304294402,0,1,0,24.3,0,0,1
"A USA Today study conducted after the Michael Brown shooting revealed that on average white police officers each year kill about 400 people, including about 96 African Americans.  This means that about 24 percent of those killed by white police officers are black. (It also means that about 76.5 percent of people killed by white police officers are not black, but you would never know that from reading the New York Times.) ProPublica recently conducted a study to determine, _Who is killing all these black men and boys?_ The answer was _Mostly white officers. But in hundreds of instances, black officers, too. Black officers account for a little more than 10 percent of all fatal police shootings. Of those they kill, though, 78 percent were black._ ",William Case,31.816038,Texas,-99.512099,approved,api.nytimes.com/svc/community/v2/comments/user/id/60790181.xml,60790181,60790181,"1,423,860,906",0.287261037,35.67272727,100.3445464,0.005441503,0.023445464,25.16437309,5.814475025,129,"14,131,521",0.506354278,0,1,0,25,1,0,1
"About 51 percent of inmates in federal  prisons of incarcerated for drug-related offense, but the federal prisoners make up only about 10 percent of the prison population. Only 17 percent of state prisoners are incarcerated for drug offenses. Almost all or dealers with previous convictions. It would be fair to say that about 18 percent of inmates nationwide or incarcerated for drug offense. Hardly goes to prison for possession. Most are dealers who deal in heroin, cocaine and meth as well as marijuana. ",William Case,31.816038,Texas,-99.512099,approved,api.nytimes.com/svc/community/v2/comments/user/id/60790181.xml,60790181,60790181,"1,423,860,972",0.011762299,35.67272727,100.3445464,0.005441503,0.023445464,25.16437309,5.814475025,84,"14,131,613",0.065903573,0,1,0,25,1,0,1
"Black teens walking through high crime areas of New York City were at a high risk of being stopped and frisked when the city\'s stop-and-frisked policy was  in effect, but the policy has been discontinued.  But police departments in other cities don\'t routinely stop and frisk people walking down the street, regardless of race and ethnicity. They only frisk people who are being arrested. For example, police frisk motorists who have outstanding arrest warrants. before taking them to jail. ",William Case,31.816038,Texas,-99.512099,approved,api.nytimes.com/svc/community/v2/comments/user/id/60790181.xml,60790181,60790181,"1,423,847,934",0.080252897,35.67272727,100.3445464,0.005441503,0.023445464,25.16437309,5.814475025,83,"14,128,453",0.223166762,0,1,0,25.6,0,0,1
"Boehner says the president was informed prior to the invitation, but the House of Representatives is not obligated to obtain presidential consent before inviting heads of state.  The heads of more than three dozen countries  have addressed the U.S. House of Representatives, all without presidential permission. Under the Constitution, it\'s the president, not Congress, who must seek advise and consent.",William Case,31.816038,Texas,-99.512099,approved,api.nytimes.com/svc/community/v2/comments/user/id/60790181.xml,60790181,60790181,"1,423,859,818",0.01422572,35.67272727,100.3445464,0.005441503,0.023445464,25.16437309,5.814475025,62,"14,131,300",0.032406439,0,1,0,24.3,1,0,1
"Conservatives would have applauded Eric Holder if he had said, as did the FBI director, cops of all races harbor a cynical attitude toward black men because black men \""commit a hugely disproportionate percent of street crimes,\"" but he did not say that. Conservatives would have applauded  Eric Holder if he, like the FBI director, had said law enforcement was _not the root cause of problem.\"" Most conservatives would have applauded Eric Holder if he, like the FBI director, had said the \""root cause\"" was the lack of role models, adequate education and decent employment\"" in black neighborhoods.  There is considerable disagreement on how to provide provide adequate education and decent employment, although virtually everyone agrees that this is a laudable goal. ",William Case,31.816038,Texas,-99.512099,approved,api.nytimes.com/svc/community/v2/comments/user/id/60790181.xml,60790181,60790181,"1,423,857,040",0.251846398,35.67272727,100.3445464,0.005441503,0.023445464,25.16437309,5.814475025,122,"14,130,904",0.283094958,0,1,0,27.5,1,0,1
"Most inmates are white, but blacks are incarcerated at higher rates because, as the FBI director pointed, they commit a _hugely disproportionate_ percent of crimes.  The prisons are not _full of drug offenders._ According to the Justice Department, _In 2012, the most recent year for which offense data were available, 16 percent of state prisoners and 51 percent of federal prisoners were serving sentences for drug offenses._ Drug offenders make up more than half of federal inmates, but federal prisoners account for only 13 percent of the total prison population. So, drug offenders account for a small percent of the prison population. ",William Case,31.816038,Texas,-99.512099,approved,api.nytimes.com/svc/community/v2/comments/user/id/60790181.xml,60790181,60790181,"1,423,847,934",0.102161388,35.67272727,100.3445464,0.005441503,0.023445464,25.16437309,5.814475025,104,"14,128,618",0.148464586,0,1,0,27.5,1,0,1
